spot_shock,vol_shock,rate_shock,avg_spot,min_vol,avg_vol,max_vol,avg_rate,vol_clamped,vol_clamped_count,base_mv,portfolio_mv,pnl,pnl_pct,base_delta,delta,delta_chg,base_gamma,gamma,gamma_chg,base_vega,vega,vega_chg,base_theta,theta,theta_chg,base_rho,rho,rho_chg
-0.1,-0.3,0.0,88.5,0.0,0.008333333333333331,0.04999999999999999,0.04833333333333334,True,4,21.358800548529985,-238.95885821682646,-260.31765876535644,-1218.7840706404872,30.063013639486602,8.000000105892031,-22.06301353359457,1.3150662780778761,2.134189987784359e-07,-1.3150660646588774,389.91467033538123,3.452655889982874e-05,-389.9146358088223,-0.9664117316301826,-0.22327316347899415,0.7431385681511884,520.7235048663631,401.864264181936,-118.8592406844271
-0.1,0.1,0.0,88.5,0.30000000000000004,0.36166666666666664,0.44999999999999996,0.04833333333333334,False,0,21.358800548529985,-168.2232702447822,-189.5820707933122,-887.6063539362005,30.063013639486602,18.332688672938012,-11.73032496654859,1.3150662780778761,0.9970119341553936,-0.31805434392248255,389.91467033538123,402.67949954132933,12.764829205948104,-0.9664117316301826,-1.0921288179524293,-0.12571708632224676,520.7235048663631,280.6678547990594,-240.0556500673037
0.1,-0.3,0.0,108.16666666666669,0.0,0.008333333333333331,0.04999999999999999,0.04833333333333334,True,4,21.358800548529985,375.61594996925186,354.2571494207219,1658.60039104632,30.063013639486602,34.39765722360626,4.334643584119657,1.3150662780778761,0.9030295684633319,-0.4120367096145442,389.91467033538123,218.2337950810538,-171.68087525432742,-0.9664117316301826,-0.20321142051840063,0.763200311111782,520.7235048663631,521.2789764092598,0.5554715428967256
0.1,0.1,0.0,108.16666666666669,0.30000000000000004,0.36166666666666664,0.44999999999999996,0.04833333333333334,False,0,21.358800548529985,380.9737195287678,359.6149189802378,1683.6849904710039,30.063013639486602,35.52799759681227,5.464983957325668,1.3150662780778761,0.29778801075524614,-1.01727826732263,389.91467033538123,213.90592492777398,-176.00874540760725,-0.9664117316301826,-1.0138429950407177,-0.04743126341053516,520.7235048663631,655.3760724970327,134.65256763066964
